UDI,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Type_encoded,Product ID_encoded,Failure Type_encoded
7141,300.5,309.9,1382,46.5,134,0,1,5291,1
7142,300.4,309.8,1356,44.4,136,0,2,9149,1
7143,300.3,309.7,1452,41.5,139,0,0,706,1
7144,300.3,309.7,1582,30.8,144,0,0,707,1
7145,300.4,309.8,1517,40.3,149,0,2,9150,1
7146,300.5,310.0,1413,44.5,152,0,1,5292,1
7147,300.4,309.9,1496,31.8,154,0,1,5293,1
7148,300.3,309.8,1466,41.2,156,0,1,5294,1
7149,300.3,309.8,1617,40.8,158,0,2,9151,1
7150,300.2,309.8,1506,41.8,161,0,1,5295,1
7151,300.2,309.8,1401,49.3,163,0,1,5296,1
7152,300.2,309.9,1906,22.9,165,0,0,708,1
7153,300.2,309.9,1566,36.4,170,0,1,5297,1
7154,300.2,310.0,1493,47.3,172,0,1,5298,1
7155,300.3,310.1,1483,39.9,174,0,1,5299,1
7156,300.2,309.9,1569,31.2,176,0,2,9152,1
7157,300.2,310.0,1664,30.7,179,0,2,9153,1
7158,300.2,310.0,1486,40.1,182,0,1,5300,1
7159,300.2,310.0,1389,53.6,184,0,1,5301,1
7160,300.1,310.0,1511,41.7,186,0,1,5302,1
7161,300.2,310.1,1485,40.5,188,0,2,9154,1
7162,300.2,310.2,1440,42.9,191,0,1,5303,1
7163,300.2,310.2,1378,43.9,193,0,1,5304,1
7164,300.1,310.1,1501,39.3,195,0,2,9155,1
7165,300.2,310.1,1474,44.0,198,0,2,9156,1
7166,300.2,310.1,1392,47.9,201,0,1,5305,1
7167,300.3,310.2,1429,44.7,203,0,2,9157,1
7168,300.3,310.3,1362,60.3,206,1,1,5306,2
7169,300.3,310.3,1704,29.5,0,0,1,5307,1
7170,300.3,310.2,1492,52.3,2,0,1,5308,1
7171,300.3,310.2,1442,39.5,4,0,2,9158,1
7172,300.2,310.2,1438,51.5,7,0,2,9159,1
7173,300.1,310.1,1402,46.6,10,0,2,9160,1
7174,300.1,310.1,1684,30.8,13,0,1,5309,1
7175,300.2,310.2,1530,48.5,15,0,1,5310,1
7176,300.1,310.1,1569,43.5,17,0,1,5311,1
7177,300.1,310.1,1650,31.6,19,0,1,5312,1
7178,300.2,310.2,1415,49.6,21,0,1,5313,1
7179,300.2,310.2,1600,31.5,23,0,1,5314,1
7180,300.2,310.1,1523,42.3,25,0,1,5315,1
7181,300.2,310.2,1628,30.3,27,0,2,9161,1
7182,300.2,310.3,1331,52.1,30,0,1,5316,1
7183,300.3,310.3,2158,16.8,32,0,1,5317,1
7184,300.2,310.3,1445,50.9,34,0,1,5318,1
7185,300.2,310.3,1593,36.1,36,0,2,9162,1
7186,300.3,310.4,1672,29.2,39,0,1,5319,1
7187,300.4,310.5,1644,31.4,41,0,2,9163,1
7188,300.4,310.5,1402,54.3,44,0,1,5320,1
7189,300.4,310.4,1286,56.8,46,0,1,5321,1
7190,300.4,310.4,1486,46.3,48,0,1,5322,1
7191,300.3,310.3,1345,46.3,50,0,1,5323,1
7192,300.3,310.3,1629,34.1,52,0,1,5324,1
7193,300.2,310.2,1429,43.8,54,0,2,9164,1
7194,300.1,310.1,1306,64.7,57,0,1,5325,1
7195,300.1,310.1,1380,52.6,59,0,1,5326,1
7196,300.1,310.1,1443,49.3,61,0,2,9165,1
7197,300.1,310.1,1426,42.7,64,0,0,709,1
7198,300.0,310.0,1486,41.8,69,0,1,5327,1
7199,300.0,309.9,1530,34.5,71,0,2,9166,1
7200,300.0,309.9,1507,41.4,74,0,1,5328,1
7201,300.0,309.9,1608,33.4,76,0,1,5329,1
7202,300.0,309.8,1474,40.6,78,0,1,5330,1
7203,300.0,309.7,1326,61.9,80,0,1,5331,1
7204,299.8,309.6,1434,48.0,82,0,2,9167,1
7205,299.8,309.6,1526,41.7,85,0,1,5332,1
7206,299.8,309.7,1483,39.6,87,0,1,5333,1
7207,299.8,309.7,1457,51.9,89,0,1,5334,1
7208,299.7,309.6,1540,34.4,91,0,2,9168,1
7209,299.8,309.7,1707,29.1,94,0,1,5335,1
7210,299.8,309.7,1624,34.2,96,0,1,5336,1
7211,299.8,309.6,1331,50.2,98,0,2,9169,1
7212,299.8,309.7,1431,40.3,101,0,1,5337,1
7213,299.8,309.7,1705,28.5,103,0,2,9170,1
7214,299.8,309.8,1427,45.2,106,0,2,9171,1
7215,299.9,309.8,1625,41.2,109,0,2,9172,1
7216,299.9,309.8,1477,47.7,112,0,1,5338,1
7217,300.0,309.9,1651,28.1,114,0,2,9173,1
7218,299.9,309.8,1716,28.2,117,0,1,5339,1
7219,299.9,309.8,1400,48.7,119,0,0,710,1
7220,299.8,309.7,1556,37.7,124,0,2,9174,1
7221,299.8,309.7,1429,42.6,127,0,1,5340,1
7222,299.7,309.6,1433,49.6,129,0,0,711,1
7223,299.8,309.7,1320,61.7,134,0,2,9175,1
7224,299.8,309.6,1374,51.6,137,0,1,5341,1
7225,299.8,309.6,1598,31.0,139,0,1,5342,1
7226,299.8,309.7,1910,21.8,141,0,2,9176,1
7227,299.7,309.6,1399,51.3,144,0,1,5343,1
7228,299.7,309.6,1720,27.1,146,0,1,5344,1
7229,299.8,309.7,1368,47.4,148,0,0,712,1
7230,299.8,309.8,1749,33.4,153,0,1,5345,1
7231,299.8,309.8,1542,39.4,155,0,1,5346,1
7232,299.8,309.9,1553,36.6,157,0,1,5347,1
7233,299.9,309.9,1639,42.1,159,0,2,9177,1
7234,299.9,310.0,1447,45.9,162,0,1,5348,1
7235,299.8,310.0,1397,48.1,164,0,2,9178,1
7236,299.8,310.0,1361,53.8,167,0,1,5349,1
7237,299.8,310.0,1460,37.1,169,0,2,9179,1
7238,299.8,310.0,1632,33.7,172,0,2,9180,1
7239,299.8,310.0,1697,36.0,175,0,1,5350,1
7240,299.8,310.1,1553,42.0,177,0,1,5351,1
7241,299.9,310.1,1362,56.3,179,0,2,9181,1
7242,299.9,310.0,1484,42.1,182,0,2,9182,1
7243,299.9,310.1,1447,51.4,185,0,0,713,1
7244,300.0,310.2,1393,51.2,190,0,2,9183,1
7245,300.0,310.2,1760,26.9,193,0,1,5352,1
7246,300.0,310.1,1477,34.6,195,0,1,5353,1
7247,299.9,310.1,1681,29.1,197,0,1,5354,1
7248,300.0,310.1,1314,53.5,199,0,2,9184,1
7249,300.0,310.1,1762,28.0,202,0,1,5355,1
7250,299.9,310.0,1402,44.7,204,0,1,5356,1
7251,300.1,310.2,1429,42.0,206,0,2,9185,1
7252,300.2,310.3,1448,40.1,209,0,2,9186,1
7253,300.2,310.4,1501,42.9,212,0,0,714,1
7254,300.3,310.5,1522,39.1,217,0,1,5357,1
7255,300.3,310.4,1493,37.5,219,0,1,5358,1
7256,300.2,310.3,1704,29.4,221,0,2,9187,1
7257,300.2,310.3,1408,42.5,0,0,0,715,1
7258,300.2,310.4,1518,41.8,5,0,1,5359,1
7259,300.3,310.4,1742,25.9,7,0,1,5360,1
7260,300.4,310.5,1500,43.0,9,0,2,9188,1
7261,300.4,310.5,2424,14.5,12,0,1,5361,1
7262,300.4,310.5,1818,25.1,14,0,1,5362,1
7263,300.4,310.6,1545,35.6,16,0,2,9189,1
7264,300.4,310.6,1429,46.9,19,0,1,5363,1
7265,300.4,310.6,1448,44.9,21,0,2,9190,1
7266,300.4,310.6,1384,48.7,24,0,1,5364,1
7267,300.4,310.5,1578,32.8,26,0,1,5365,1
7268,300.5,310.5,1695,26.7,28,0,1,5366,1
7269,300.5,310.6,1543,36.2,30,0,1,5367,1
7270,300.4,310.5,1540,33.4,32,0,2,9191,1
7271,300.2,310.4,1808,25.8,35,0,1,5368,1
7272,300.3,310.4,1293,49.7,37,0,2,9192,1
7273,300.2,310.3,1202,59.5,40,0,1,5369,1
7274,300.2,310.3,1704,29.2,42,0,2,9193,1
7275,300.2,310.3,1478,38.1,45,0,2,9194,1
7276,300.2,310.3,1514,38.7,48,0,1,5370,1
7277,300.1,310.3,1350,48.8,50,0,2,9195,1
7278,300.1,310.2,1475,54.2,53,0,1,5371,1
7279,300.0,310.1,1714,28.7,55,0,0,716,1
7280,300.0,310.1,1465,40.9,60,0,1,5372,1
7281,299.9,310.2,1288,69.6,62,1,1,5373,3
7282,300.0,310.2,1675,29.7,64,0,1,5374,1
7283,300.0,310.2,1486,36.4,66,0,1,5375,1
7284,300.0,310.2,1443,58.7,68,0,2,9196,1
7285,300.1,310.3,1345,57.1,71,0,2,9197,1
7286,300.2,310.4,1202,61.7,74,0,2,9198,1
7287,300.1,310.4,1480,37.1,77,0,2,9199,1
7288,300.2,310.4,1530,35.7,80,0,2,9200,1
7289,300.2,310.6,1983,20.8,83,0,2,9201,1
7290,300.3,310.6,1433,53.8,86,0,1,5376,1
7291,300.3,310.6,1806,24.4,88,0,1,5377,1
7292,300.2,310.5,1416,46.7,90,0,1,5378,1
7293,300.1,310.4,1556,38.1,92,0,2,9202,1
7294,300.1,310.5,1627,29.2,95,0,1,5379,1
7295,300.1,310.6,1809,24.3,97,0,1,5380,1
7296,300.1,310.5,1329,57.4,99,0,2,9203,1
7297,300.0,310.4,1881,21.9,102,0,0,717,1
7298,300.1,310.5,1500,39.8,107,0,1,5381,1
7299,300.1,310.5,1532,36.0,109,0,1,5382,1
7300,300.1,310.5,1492,50.9,111,0,1,5383,1
7301,300.2,310.6,1431,42.3,113,0,1,5384,1
7302,300.1,310.4,1554,39.4,115,0,1,5385,1
7303,300.1,310.5,1494,44.2,117,0,1,5386,1
7304,300.1,310.6,1374,45.4,119,0,1,5387,1
7305,300.1,310.5,1394,44.3,121,0,1,5388,1
7306,300.0,310.5,1790,25.7,123,0,2,9204,1
7307,300.1,310.5,1356,45.8,126,0,1,5389,1
7308,300.0,310.4,1385,52.1,128,0,2,9205,1
7309,300.0,310.4,1333,49.1,131,0,1,5390,1
7310,300.0,310.4,1505,44.9,133,0,1,5391,1
7311,300.0,310.5,1606,33.5,135,0,1,5392,1
7312,300.0,310.5,1558,36.7,137,0,0,718,1
7313,300.0,310.5,1412,52.4,142,0,1,5393,1
7314,299.9,310.4,1408,38.4,144,0,1,5394,1
7315,299.9,310.3,1268,53.3,146,0,1,5395,1
7316,299.9,310.4,1470,50.0,148,0,1,5396,1
7317,299.9,310.4,1497,47.0,150,0,1,5397,1
7318,299.9,310.3,1638,29.1,152,0,1,5398,1
7319,299.9,310.3,1535,43.9,154,0,0,719,1
7320,299.8,310.2,1654,32.7,159,0,1,5399,1
7321,299.8,310.2,1411,49.7,161,0,0,720,1
7322,299.8,310.2,1911,23.5,166,0,1,5400,1
7323,299.8,310.2,1573,33.3,168,0,0,721,1
7324,299.9,310.2,1479,46.3,173,0,1,5401,1
7325,299.9,310.4,1820,26.6,175,0,2,9206,1
7326,299.9,310.4,1419,45.7,178,0,1,5402,1
7327,299.9,310.5,1335,52.9,180,0,2,9207,1
7328,299.9,310.5,1576,39.4,183,0,2,9208,1
7329,300.0,310.5,1517,42.2,186,0,1,5403,1
7330,299.9,310.4,1576,34.3,188,0,2,9209,1
7331,299.8,310.2,1537,36.6,191,0,0,722,1
7332,299.8,310.3,1524,34.2,196,0,1,5404,1
7333,299.8,310.3,1805,23.7,198,0,2,9210,1
7334,299.9,310.4,1367,53.3,201,0,2,9211,1
7335,299.8,310.4,1694,30.3,204,0,1,5405,1
7336,299.9,310.4,1328,49.9,206,0,1,5406,1
7337,299.9,310.5,1549,42.8,208,0,0,723,1
7338,299.9,310.5,1539,32.8,213,0,1,5407,1
7339,299.8,310.5,1496,38.8,215,0,1,5408,1
7340,299.8,310.4,1579,36.4,0,0,1,5409,1
7341,299.7,310.3,1386,46.6,2,0,1,5410,1
7342,299.7,310.3,1505,37.7,4,0,1,5411,1
7343,299.7,310.3,1661,34.5,6,0,2,9212,1
7344,299.6,310.2,1468,48.0,9,0,1,5412,1
7345,299.6,310.1,1384,49.8,11,0,1,5413,1
7346,299.6,310.2,1381,60.5,13,0,1,5414,1
7347,299.6,310.2,1469,47.0,15,0,1,5415,1
7348,299.6,310.2,1627,36.6,17,0,1,5416,1
7349,299.7,310.3,1462,40.4,19,0,0,724,1
7350,299.7,310.2,1633,36.5,24,0,1,5417,1
7351,299.7,310.2,1469,39.5,26,0,1,5418,1
7352,299.7,310.2,1458,43.4,28,0,1,5419,1
7353,299.7,310.2,1440,42.8,30,0,2,9213,1
7354,299.8,310.3,1687,30.4,33,0,1,5420,1
7355,299.7,310.3,1429,47.7,35,0,2,9214,1
7356,299.6,310.2,1588,34.1,38,0,1,5421,1
7357,299.6,310.2,1333,51.2,40,0,1,5422,1
7358,299.6,310.1,1487,42.9,42,0,1,5423,1
7359,299.5,310.1,1659,31.5,44,0,2,9215,1
7360,299.4,310.0,1512,43.2,47,0,2,9216,1
7361,299.5,310.1,1585,35.2,50,0,1,5424,1
7362,299.5,310.0,1502,38.5,52,0,1,5425,1
7363,299.5,310.0,1594,35.1,54,0,1,5426,1
7364,299.5,310.0,1412,48.9,56,0,1,5427,1
7365,299.5,309.9,1402,51.7,58,0,1,5428,1
7366,299.6,310.1,2057,20.4,60,0,1,5429,1
7367,299.6,310.1,1531,36.8,62,0,0,725,1
7368,299.5,310.1,1359,61.1,67,0,2,9217,1
7369,299.6,310.2,1620,30.0,70,0,2,9218,1
7370,299.6,310.1,1646,29.6,73,0,2,9219,1
7371,299.6,310.1,1455,46.1,76,0,2,9220,1
7372,299.6,310.2,1512,44.0,79,0,1,5430,1
7373,299.6,310.2,1473,42.7,81,0,1,5431,1
7374,299.6,310.1,1553,38.0,83,0,1,5432,1
7375,299.5,310.0,1379,50.4,85,0,1,5433,1
7376,299.4,309.9,1567,40.6,87,0,2,9221,1
7377,299.5,310.0,1481,43.1,90,0,1,5434,1
7378,299.5,310.0,1349,52.7,92,0,1,5435,1
7379,299.5,310.0,1388,52.4,94,0,1,5436,1
7380,299.6,310.1,1357,48.7,96,0,2,9222,1
7381,299.6,310.2,1743,24.8,99,0,1,5437,1
7382,299.7,310.3,1495,43.1,101,0,1,5438,1
7383,299.8,310.4,1698,28.3,103,0,1,5439,1
7384,299.7,310.4,1410,44.5,105,0,2,9223,1
7385,299.7,310.4,1614,36.2,108,0,1,5440,1
7386,299.8,310.5,1375,53.9,110,0,2,9224,1
7387,299.8,310.6,1574,31.8,113,0,2,9225,1
7388,299.8,310.6,1423,44.6,116,0,0,726,1
7389,299.8,310.6,1694,31.3,121,0,2,9226,1
7390,299.8,310.6,1707,32.5,124,0,1,5441,1
7391,299.7,310.5,1490,41.2,126,0,2,9227,1
7392,299.7,310.6,1675,31.3,129,0,1,5442,1
7393,299.7,310.5,1492,39.3,131,0,2,9228,1
7394,299.7,310.5,1594,35.4,134,0,2,9229,1
7395,299.7,310.6,1479,38.0,137,0,1,5443,1
7396,299.7,310.6,1572,38.0,139,0,2,9230,1
7397,299.7,310.6,1616,35.1,142,0,1,5444,1
7398,299.7,310.6,1737,26.1,144,0,1,5445,1
7399,299.7,310.7,1498,37.8,146,0,2,9231,1
7400,299.6,310.6,1642,35.1,149,0,1,5446,1
7401,299.6,310.6,1633,34.2,151,0,2,9232,1
7402,299.8,310.8,1409,51.9,154,0,1,5447,1
7403,299.8,310.8,1463,43.5,156,0,2,9233,1
7404,299.8,310.8,1376,48.6,159,0,1,5448,1
7405,299.8,310.8,1553,32.2,161,0,1,5449,1
7406,299.8,310.8,1530,35.2,163,0,2,9234,1
7407,299.8,310.9,1545,40.7,166,0,1,5450,1
7408,299.8,310.9,1427,47.2,168,0,0,727,1
7409,299.9,310.9,1292,51.1,173,0,1,5451,1
7410,299.8,310.9,2084,17.6,175,0,1,5452,1
7411,299.9,311.0,1747,27.6,177,0,1,5453,1
7412,300.0,311.1,1425,47.8,179,0,1,5454,1
7413,300.0,311.0,1637,33.6,181,0,1,5455,1
7414,300.1,311.1,1616,35.2,183,0,2,9235,1
7415,300.1,311.1,1619,33.4,186,0,1,5456,1
7416,300.1,311.2,1489,39.1,188,0,1,5457,1
7417,300.1,311.2,1452,42.4,190,0,2,9236,1
7418,300.1,311.3,1495,41.0,193,0,2,9237,1
7419,300.2,311.4,1427,39.7,196,0,2,9238,1
7420,300.1,311.4,1572,36.2,199,0,1,5458,1
7421,300.1,311.3,1547,40.0,201,0,1,5459,1
7422,300.1,311.4,1342,48.5,203,0,2,9239,1
7423,300.0,311.2,1351,44.1,206,0,1,5460,1
7424,300.0,311.3,1407,47.3,208,0,1,5461,1
7425,300.1,311.4,1575,29.8,210,0,2,9240,1
7426,300.0,311.4,1791,24.1,213,0,2,9241,1
7427,300.0,311.4,1692,29.0,216,1,2,9242,5
7428,300.0,311.4,1634,31.9,0,0,1,5462,1
7429,300.0,311.4,1864,23.3,2,0,2,9243,1
7430,300.0,311.4,1590,33.6,5,0,1,5463,1
7431,300.0,311.4,1384,46.1,7,0,2,9244,1
7432,300.0,311.4,1352,61.8,10,0,2,9245,1
7433,300.1,311.4,1484,43.1,13,0,1,5464,1
7434,300.1,311.4,1913,21.9,15,0,2,9246,1
7435,300.0,311.4,1508,38.2,18,0,1,5465,1
7436,299.9,311.3,1504,40.7,20,0,1,5466,1
7437,300.0,311.4,1487,41.2,22,0,1,5467,1
7438,299.8,311.3,1727,30.0,24,0,1,5468,1
7439,299.9,311.3,1647,27.5,26,0,1,5469,1
7440,300.0,311.3,1493,41.4,28,0,1,5470,1
7441,300.0,311.4,1655,29.6,30,0,1,5471,1
7442,299.9,311.4,1337,54.8,32,0,2,9247,1
7443,300.0,311.5,1601,36.9,35,0,1,5472,1
7444,300.1,311.6,1589,37.9,37,0,0,728,1
7445,300.2,311.7,1286,55.1,42,0,1,5473,1
7446,300.2,311.7,1553,41.3,44,0,1,5474,1
7447,300.2,311.8,1379,51.0,46,0,1,5475,1
7448,300.3,311.9,1677,30.8,48,0,2,9248,1
7449,300.3,311.8,1488,38.4,51,0,1,5476,1
7450,300.3,311.8,1418,45.9,53,0,1,5477,1
7451,300.3,311.8,1451,41.0,55,0,1,5478,1
7452,300.3,311.8,1508,43.1,57,0,1,5479,1
7453,300.3,311.7,1579,33.6,59,0,1,5480,1
7454,300.3,311.7,1432,47.7,61,0,0,729,1
7455,300.2,311.6,1446,47.3,66,0,1,5481,1
7456,300.2,311.7,1597,39.5,68,0,2,9249,1
7457,300.2,311.7,1397,50.2,71,0,2,9250,1
7458,300.1,311.6,1530,36.6,74,0,1,5482,1
7459,300.1,311.6,1433,51.4,76,0,2,9251,1
7460,300.0,311.5,1591,32.0,79,0,1,5483,1
7461,300.0,311.5,1445,41.6,81,0,1,5484,1
7462,300.0,311.5,1749,28.3,83,0,1,5485,1
7463,300.0,311.3,1703,30.4,85,0,1,5486,1
7464,300.1,311.4,1518,46.9,87,0,0,730,1
7465,300.1,311.3,1535,42.3,92,0,1,5487,1
7466,300.1,311.4,1390,52.1,94,0,2,9252,1
7467,300.3,311.6,1801,23.6,97,0,0,731,1
7468,300.3,311.6,1463,41.6,102,0,0,732,1
7469,300.3,311.6,1560,37.7,107,0,1,5488,1
7470,300.3,311.6,1607,33.5,109,0,1,5489,1
7471,300.4,311.6,1332,54.6,111,0,1,5490,1
7472,300.3,311.7,1365,53.3,113,0,1,5491,1
7473,300.3,311.6,1617,32.5,115,0,2,9253,1
7474,300.3,311.6,1304,62.8,118,0,2,9254,1
7475,300.3,311.7,1989,22.3,121,0,1,5492,1
7476,300.3,311.6,1339,53.4,123,0,0,733,1
7477,300.2,311.5,1492,41.8,128,0,1,5493,1
7478,300.1,311.3,1518,40.2,130,0,2,9255,1
7479,300.1,311.3,1479,39.5,133,0,1,5494,1
7480,300.1,311.3,1523,34.1,135,0,2,9256,1
7481,300.2,311.4,1570,35.3,138,0,2,9257,1
7482,300.2,311.4,1506,36.1,141,0,0,734,1
7483,300.2,311.6,1510,47.5,146,0,2,9258,1
7484,300.2,311.6,1671,28.8,149,0,1,5495,1
7485,300.3,311.6,1312,53.4,151,0,2,9259,1
7486,300.3,311.6,1595,38.8,154,0,1,5496,1
7487,300.3,311.7,1635,31.8,156,0,1,5497,1
7488,300.3,311.7,1707,33.6,158,0,1,5498,1
7489,300.3,311.7,1545,43.5,160,0,1,5499,4
7490,300.2,311.6,1751,28.0,162,0,2,9260,1
7491,300.4,311.8,1707,30.0,165,0,2,9261,1
7492,300.4,311.8,1320,57.9,168,0,1,5500,1
7493,300.3,311.7,1319,51.4,170,0,2,9262,1
7494,300.2,311.7,1448,54.2,173,0,1,5501,1
7495,300.2,311.8,1436,48.2,175,0,1,5502,1
7496,300.3,311.9,1609,34.0,177,0,1,5503,1
7497,300.2,311.8,1464,44.5,179,0,1,5504,1
7498,300.3,311.8,1483,45.1,181,0,2,9263,1
7499,300.2,311.8,1748,28.5,184,0,2,9264,1
7500,300.3,311.8,1746,26.3,187,0,1,5505,1
7501,300.2,311.8,1410,51.4,189,0,1,5506,1
7502,300.2,311.7,1640,30.8,191,0,1,5507,1
7503,300.3,311.7,1655,29.9,193,0,0,735,1
7504,300.3,311.7,1646,28.9,198,0,2,9265,1
7505,300.4,311.8,1589,42.0,201,0,1,5508,1
7506,300.5,311.9,1546,39.4,203,0,1,5509,1
7507,300.5,311.9,1511,41.8,205,0,1,5510,1
7508,300.5,311.9,1750,28.3,207,0,1,5511,1
7509,300.5,311.9,1730,27.5,209,0,2,9266,1
7510,300.6,311.9,1372,60.1,212,1,1,5512,2
7511,300.5,311.8,1524,38.9,214,1,1,5513,5
7512,300.4,311.8,1601,36.1,0,0,1,5514,1
7513,300.5,311.8,1636,34.4,2,0,2,9267,1
7514,300.4,311.8,2261,14.9,5,0,1,5515,1
7515,300.4,311.8,1636,32.3,7,0,1,5516,1
7516,300.4,311.9,1335,58.3,9,0,2,9268,1
7517,300.3,311.7,1236,57.5,12,0,2,9269,1
7518,300.3,311.7,1445,47.3,15,0,1,5517,1
7519,300.2,311.5,1500,40.8,17,0,1,5518,1
7520,300.2,311.6,1999,21.0,19,0,1,5519,1
7521,300.2,311.6,1529,35.5,21,0,1,5520,1
7522,300.2,311.6,1467,40.7,23,0,2,9270,1
7523,300.1,311.5,1334,54.0,26,0,1,5521,1
7524,300.1,311.5,1343,46.2,28,0,2,9271,1
7525,300.2,311.5,1639,31.1,31,0,1,5522,1
7526,300.1,311.5,1383,49.1,33,0,0,736,1
7527,300.1,311.4,1660,31.4,38,0,1,5523,1
7528,300.1,311.3,1470,45.2,40,0,1,5524,1
7529,300.1,311.3,1748,26.6,42,0,2,9272,1
7530,300.1,311.4,1467,35.7,45,0,1,5525,1
7531,300.1,311.4,1617,39.3,47,0,2,9273,1
7532,300.1,311.4,1377,56.7,50,0,0,737,1
7533,300.0,311.3,1629,32.1,55,0,2,9274,1
7534,300.0,311.2,1504,37.9,58,0,1,5526,1
7535,300.0,311.2,1418,47.3,60,0,1,5527,1
7536,300.0,311.2,1629,31.7,62,0,1,5528,1
7537,300.1,311.3,2579,12.5,64,1,1,5529,3
7538,300.1,311.3,1305,64.7,66,0,1,5530,1
7539,300.2,311.4,1450,38.5,68,0,2,9275,1
7540,300.2,311.3,1487,36.9,71,0,1,5531,1
7541,300.2,311.3,1587,31.2,73,0,2,9276,1
7542,300.3,311.5,1528,40.9,76,0,2,9277,1
7543,300.4,311.6,1401,49.9,79,0,2,9278,1
7544,300.3,311.5,1446,45.0,82,0,1,5532,1
7545,300.2,311.4,1425,44.2,84,0,1,5533,1
7546,300.2,311.4,1891,22.6,86,0,1,5534,1
7547,300.2,311.5,1454,42.8,88,0,0,738,1
7548,300.1,311.4,1430,40.9,93,0,1,5535,1
7549,300.2,311.4,1495,43.6,95,0,1,5536,1
7550,300.3,311.4,1544,41.6,97,0,1,5537,1
7551,300.3,311.4,1554,34.3,99,0,2,9279,1
7552,300.2,311.3,1491,37.3,102,0,2,9280,1
7553,300.3,311.3,1525,40.7,105,0,1,5538,1
7554,300.3,311.3,1505,39.6,107,0,1,5539,1
7555,300.3,311.4,1371,50.2,109,0,2,9281,1
7556,300.3,311.3,1332,60.5,112,0,1,5540,1
7557,300.3,311.4,1471,37.0,114,0,1,5541,1
7558,300.4,311.5,1750,27.3,116,0,2,9282,1
7559,300.3,311.4,1386,48.1,119,0,2,9283,1
7560,300.4,311.4,1355,56.2,122,0,2,9284,1
7561,300.3,311.3,1377,53.8,125,0,2,9285,1
7562,300.3,311.1,1388,49.4,128,0,1,5542,1
7563,300.3,311.1,1350,58.7,130,0,2,9286,1
7564,300.4,311.2,1831,23.4,133,0,2,9287,1
7565,300.3,311.2,1381,65.2,136,1,2,9288,3
7566,300.3,311.2,1783,25.6,139,0,2,9289,1
7567,300.3,311.0,1613,34.7,142,0,1,5543,1
7568,300.2,311.0,2370,14.7,144,0,2,9290,1
7569,300.2,311.0,1627,33.7,147,0,1,5544,1
7570,300.2,311.0,1255,71.8,149,1,1,5545,3
7571,300.2,311.0,1777,27.5,151,0,0,739,1
7572,300.3,311.1,1606,30.9,156,0,1,5546,1
7573,300.3,311.1,1676,28.6,158,0,1,5547,1
7574,300.3,311.1,1605,37.1,160,0,1,5548,1
7575,300.4,311.1,1487,37.4,162,0,1,5549,1
7576,300.4,311.2,1471,46.5,164,0,1,5550,1
7577,300.3,311.1,1477,44.2,166,0,2,9291,1
7578,300.4,311.2,1530,32.0,169,0,1,5551,1
7579,300.4,311.2,1673,28.9,171,0,1,5552,1
7580,300.4,311.2,1436,56.8,173,0,1,5553,1
7581,300.4,311.3,1495,51.2,175,0,1,5554,1
7582,300.4,311.2,1366,56.1,177,0,2,9292,1
7583,300.4,311.2,1489,45.3,180,0,0,740,1
7584,300.3,311.1,1480,46.6,185,0,1,5555,1
7585,300.4,311.2,1472,37.3,187,0,1,5556,1
7586,300.4,311.1,1397,50.8,189,0,1,5557,1
7587,300.4,311.1,1589,35.5,191,0,1,5558,1
7588,300.4,311.1,1405,54.1,193,0,1,5559,1
7589,300.4,311.1,2013,20.1,195,0,1,5560,1
7590,300.4,311.0,1802,26.0,197,0,1,5561,1
7591,300.4,311.0,1433,46.1,199,0,2,9293,1
7592,300.5,311.1,1296,61.3,202,1,2,9294,2
7593,300.5,311.2,1551,36.6,205,0,2,9295,1
7594,300.5,311.2,1270,67.5,208,1,1,5562,2
7595,300.6,311.3,1531,38.5,0,0,1,5563,1
7596,300.5,311.2,1397,45.2,2,0,0,741,1
7597,300.5,311.1,1547,37.2,7,0,1,5564,1
7598,300.5,311.0,2074,18.9,9,0,1,5565,1
7599,300.5,311.1,1491,42.6,11,0,1,5566,1
7600,300.5,311.0,1759,28.3,13,0,1,5567,1
7601,300.4,311.0,1595,35.4,15,0,2,9296,1
7602,300.4,311.2,1351,62.0,18,0,1,5568,1
7603,300.4,311.2,1705,28.7,20,0,1,5569,1
7604,300.4,311.2,1406,43.6,22,0,1,5570,1
7605,300.4,311.3,1639,34.6,24,0,1,5571,1
7606,300.4,311.3,2026,20.3,26,0,0,742,1
7607,300.4,311.3,1350,56.5,31,0,2,9297,1
7608,300.5,311.3,1468,41.1,34,0,2,9298,1
7609,300.5,311.4,1642,27.1,37,0,1,5572,1
7610,300.5,311.3,1490,41.8,39,0,1,5573,1
7611,300.5,311.3,1507,43.4,41,0,2,9299,1
7612,300.5,311.4,1611,32.7,44,0,1,5574,1
7613,300.5,311.4,1743,27.6,46,0,2,9300,1
7614,300.5,311.3,1475,46.3,49,0,1,5575,1
7615,300.5,311.4,1432,47.5,51,0,1,5576,1
7616,300.5,311.4,1442,47.0,53,0,1,5577,1
7617,300.6,311.4,1468,40.4,55,0,2,9301,1
7618,300.5,311.4,1556,45.3,58,0,1,5578,1
7619,300.5,311.4,1312,51.4,60,0,2,9302,1
7620,300.6,311.5,1459,47.0,63,0,1,5579,1
7621,300.5,311.5,1651,36.9,65,0,1,5580,1
